lat,lon,sst,qual_sst
23.800064,35.729168,23.994999,0.0
23.800064,35.729168,23.975,0.0
23.800064,35.729168,24.09,0.0
23.800064,35.729168,24.175,0.0
23.800064,35.729168,24.154999,0.0
23.800064,35.729168,24.109999,0.0
23.800064,36.270832,24.085,0.0
23.800064,36.270832,24.105,0.0
23.800064,36.270832,24.185,0.0
23.800064,36.270832,24.335,0.0
23.800064,36.270832,24.234999,0.0
23.800064,36.270832,24.5,0.0
23.800064,36.270832,24.539999,0.0
23.800064,36.270832,24.494999,0.0
23.800064,36.270832,24.564999,0.0
23.800064,36.270832,24.609999,0.0
23.800064,36.270832,24.68,0.0
23.800064,36.270832,24.845,0.0
23.800064,36.729168,24.98,0.0
23.800064,36.729168,25.025,0.0
23.800064,36.729168,24.96,0.0
23.800064,36.729168,25.029999,0.0
23.800064,36.729168,25.15,0.0
23.800064,36.729168,24.14,0.0
23.800064,36.729168,24.22,0.0
23.800064,36.729168,25.305,0.0
23.800064,36.729168,25.404999,0.0
23.800064,36.729168,25.355,0.0
23.800064,36.729168,25.32,0.0
23.800064,36.729168,25.4,0.0
23.758333,37.020832,25.369999,0.0
23.758333,37.020832,25.335,0.0
23.758333,37.020832,25.305,0.0
23.758333,37.020832,25.35,0.0
23.758333,37.020832,25.425,0.0
23.758333,37.020832,25.404999,0.0
23.758333,37.020832,25.394999,0.0
23.758333,37.020832,25.455,0.0
23.758333,37.020832,25.394999,0.0
23.758333,37.020832,25.42,0.0
23.758333,37.020832,23.9,0.0
23.758333,37.020832,25.46,0.0
23.758333,37.520832,25.48,0.0
23.758333,37.520832,25.48,0.0
23.758333,37.520832,25.414999,0.0
23.758333,37.520832,25.295,0.0
23.758333,37.520832,25.269999,0.0
23.758333,37.520832,25.215,0.0
23.758333,37.520832,24.914999,0.0
23.758333,37.520832,24.615,0.0
23.758333,37.520832,24.24,0.0
23.758333,37.520832,24.015,0.0
23.758333,37.520832,23.9,0.0
23.758333,37.520832,24.715,0.0
23.758333,36.6875,24.654999,0.0
23.758333,36.6875,25.445,0.0
23.758333,36.6875,24.654999,0.0
23.758333,36.6875,25.23,0.0
23.758333,36.6875,25.215,0.0
23.758333,36.6875,25.189999,0.0
23.758333,36.6875,25.25,0.0
23.758333,36.6875,25.314999,0.0
23.758333,36.6875,25.279999,0.0
23.758333,36.6875,25.295,0.0
23.758333,36.6875,25.369999,0.0
23.758333,36.6875,25.34,0.0
23.758333,35.854168,24.955,0.0
23.758333,35.854168,24.635,0.0
23.758333,35.854168,24.265,0.0
23.758333,35.854168,25.175,0.0
23.758333,35.854168,25.095,0.0
23.758333,35.854168,24.039999,0.0
23.758333,35.854168,24.09,0.0
23.758333,35.854168,24.085,0.0
23.758333,35.854168,24.064999,0.0
23.758333,35.854168,24.17,0.0
23.758333,35.854168,24.25,0.0
23.758333,35.854168,24.234999,0.0
23.758333,36.354168,24.144999,0.0
23.758333,36.354168,24.085,0.0
23.758333,36.354168,24.055,0.0
23.758333,36.354168,24.085,0.0
23.758333,36.354168,24.175,0.0
23.758333,36.354168,24.22,0.0
23.758333,36.354168,25.225,0.0
23.758333,36.354168,25.175,0.0
23.758333,36.354168,25.105,0.0
23.758333,36.354168,24.769999,0.0
23.758333,36.354168,23.99,0.0
23.758333,36.354168,24.05,0.0
24.217363,36.354168,24.18,0.0
24.217363,36.354168,24.335,0.0
24.217363,36.354168,24.225,0.0
24.217363,36.354168,24.24,0.0
24.217363,36.354168,24.275,0.0
24.217363,36.354168,24.414999,0.0
24.217363,36.354168,24.615,0.0
24.217363,36.354168,24.76,0.0
24.217363,36.354168,24.789999,0.0
24.217363,36.354168,24.72,0.0
24.217363,36.354168,24.775,0.0
24.217363,36.354168,25.06,0.0
24.217363,36.854168,24.88,0.0
24.217363,36.854168,24.945,0.0
24.217363,36.854168,24.914999,0.0
24.217363,36.854168,24.869999,0.0
24.217363,36.854168,24.914999,0.0
24.217363,36.854168,24.965,0.0
24.217363,36.854168,24.9,0.0
24.217363,36.854168,24.72,0.0
24.217363,36.854168,24.555,0.0
24.217363,36.854168,24.525,0.0
24.217363,36.854168,24.705,0.0
24.217363,36.854168,24.9,0.0
24.217363,37.354168,24.015,0.0
24.217363,37.354168,23.949999,0.0
24.217363,37.354168,24.05,0.0
24.217363,37.354168,24.09,0.0
24.217363,37.354168,25.449999,0.0
24.217363,37.354168,25.285,0.0
24.217363,37.354168,25.15,0.0
24.217363,37.354168,25.14,0.0
24.217363,37.354168,25.175,0.0
24.217363,37.354168,25.095,0.0
24.217363,37.354168,25.24,0.0
24.217363,37.354168,25.24,0.0
24.259092,37.4375,24.935,0.0
24.259092,37.4375,24.48,0.0
24.259092,37.4375,24.525,0.0
24.259092,37.4375,24.805,0.0
24.259092,37.4375,24.015,0.0
24.259092,37.4375,25.26,0.0
24.259092,37.4375,24.085,0.0
24.259092,37.4375,24.16,0.0
24.259092,37.4375,24.279999,0.0
24.259092,37.4375,24.279999,0.0
24.259092,37.4375,24.17,0.0
24.259092,37.4375,24.06,0.0
24.217363,35.645832,24.01,0.0
24.217363,35.645832,24.029999,0.0
24.217363,35.645832,24.05,0.0
24.217363,35.645832,23.955,0.0
24.217363,35.645832,23.89,0.0
24.217363,35.645832,23.894999,0.0
24.217363,35.645832,25.564999,0.0
24.217363,35.645832,25.215,0.0
24.217363,35.645832,24.22,0.0
24.217363,35.645832,24.85,0.0
24.217363,35.645832,24.39,0.0
24.217363,35.645832,24.539999,0.0
24.217363,37.520832,24.699999,0.0
24.217363,37.520832,24.82,0.0
24.217363,37.520832,24.814999,0.0
24.217363,37.520832,24.814999,0.0
24.217363,37.520832,24.835,0.0
24.217363,37.520832,24.949999,0.0
24.217363,37.520832,24.865,0.0
24.217363,37.520832,24.904999,0.0
24.217363,37.520832,24.9,0.0
24.217363,37.520832,24.939999,0.0
24.217363,37.520832,24.744999,0.0
24.217363,37.520832,25.215,0.0
24.175632,37.020832,24.605,0.0
24.175632,37.020832,24.475,0.0
24.175632,37.020832,24.66,0.0
24.175632,37.020832,24.795,0.0
24.175632,37.020832,25.01,0.0
24.175632,37.020832,25.095,0.0
24.175632,37.020832,25.23,0.0
24.175632,37.020832,25.234999,0.0
24.175632,37.020832,25.25,0.0
24.175632,37.020832,25.205,0.0
24.175632,37.020832,25.074999,0.0
24.175632,37.020832,25.23,0.0
24.175632,37.520832,24.039999,0.0
24.175632,37.520832,24.125,0.0
24.175632,37.520832,24.185,0.0
24.175632,37.520832,20.085,0.0
24.175632,37.520832,20.105,0.0
24.175632,37.520832,20.195,0.0
24.175632,37.520832,20.26,0.0
24.175632,37.520832,23.119999,0.0
24.175632,37.520832,23.1,0.0
24.175632,37.520832,23.064999,0.0
24.175632,37.520832,23.085,0.0
24.175632,37.520832,23.085,0.0
24.217363,37.6875,23.085,0.0
24.217363,37.6875,23.13,0.0
24.217363,37.6875,19.84,0.0
24.217363,37.6875,19.865,0.0
24.217363,37.6875,20.145,0.0
24.217363,37.6875,19.869999,0.0
24.217363,37.6875,20.085,0.0
24.217363,37.6875,20.109999,0.0
24.217363,37.6875,20.145,0.0
24.217363,37.6875,20.135,0.0
24.217363,37.6875,20.1,0.0
24.217363,37.6875,20.06,0.0
24.175632,35.854168,19.895,0.0
24.175632,35.854168,20.064999,0.0
24.175632,35.854168,20.195,0.0
24.175632,35.854168,20.26,0.0
24.175632,35.854168,23.07,0.0
24.175632,35.854168,23.07,0.0
24.175632,35.854168,19.9,0.0
24.175632,35.854168,19.97,0.0
24.175632,35.854168,23.09,0.0
24.175632,35.854168,23.119999,0.0
24.175632,35.854168,23.074999,0.0
24.175632,35.854168,19.88,0.0
24.175632,36.354168,19.66,0.0
24.175632,36.354168,19.744999,0.0
24.175632,36.354168,19.91,0.0
24.175632,36.354168,20.109999,0.0
24.175632,36.354168,20.055,0.0
24.175632,36.354168,19.98,0.0
24.175632,36.354168,19.955,0.0
24.175632,36.354168,19.955,0.0
24.175632,36.354168,20.0,0.0
24.175632,36.354168,20.205,0.0
24.175632,36.354168,23.025,0.0
24.175632,36.354168,20.064999,0.0
24.300823,35.645832,23.05,0.0
24.300823,35.645832,23.119999,0.0
24.300823,35.645832,23.13,0.0
24.300823,35.645832,23.13,0.0
24.300823,35.645832,23.13,0.0
24.300823,35.645832,19.84,0.0
24.300823,35.645832,19.88,0.0
24.300823,35.645832,19.925,0.0
24.300823,35.645832,20.039999,0.0
24.300823,35.645832,20.074999,0.0
24.300823,35.645832,20.07,0.0
24.300823,35.645832,20.085,0.0
24.300823,36.145832,23.08,0.0
24.300823,36.145832,23.119999,0.0
24.300823,36.145832,24.23,0.0
24.300823,36.145832,25.314999,0.0
24.300823,36.145832,24.705,0.0
24.300823,36.145832,24.615,0.0
24.300823,36.145832,24.64,0.0
24.300823,36.145832,24.82,0.0
24.300823,36.145832,24.945,0.0
24.300823,36.145832,25.154999,0.0
24.300823,36.145832,25.14,0.0
24.300823,36.145832,25.144999,0.0
24.300823,35.4375,25.205,0.0
24.300823,35.4375,25.225,0.0
24.300823,35.4375,25.24,0.0
24.300823,35.4375,25.295,0.0
24.300823,35.4375,25.355,0.0
24.300823,35.4375,24.97,0.0
24.300823,35.4375,25.33,0.0
24.300823,35.4375,25.215,0.0
24.300823,35.4375,25.199999,0.0
24.300823,35.4375,25.175,0.0
24.300823,35.4375,24.855,0.0
24.300823,35.4375,24.505,0.0
24.342552,36.5625,23.32,0.0
24.342552,36.5625,24.039999,0.0
24.342552,36.5625,24.039999,0.0
24.342552,36.5625,24.074999,0.0
24.342552,36.5625,24.055,0.0
24.342552,36.5625,24.215,0.0
24.342552,36.5625,24.845,0.0
24.342552,36.5625,24.965,0.0
24.342552,36.5625,23.164999,0.0
24.342552,36.5625,24.404999,0.0
24.342552,36.5625,23.994999,0.0
24.342552,36.5625,24.015,0.0
24.342552,37.0625,24.055,0.0
24.342552,37.0625,24.055,0.0
24.342552,37.0625,24.305,0.0
24.342552,37.0625,24.21,0.0
24.342552,37.0625,24.195,0.0
24.342552,37.0625,24.125,0.0
24.342552,37.0625,24.029999,0.0
24.342552,37.0625,23.984999,0.0
24.342552,37.0625,24.039999,0.0
24.342552,37.0625,24.199999,0.0
24.342552,37.0625,24.455,0.0
24.342552,37.0625,24.885,0.0
24.259092,35.9375,24.5,0.0
24.259092,35.9375,24.43,0.0
24.259092,35.9375,24.445,0.0
24.259092,35.9375,24.635,0.0
24.259092,35.9375,24.775,0.0
24.259092,35.9375,24.769999,0.0
24.259092,35.9375,24.734999,0.0
24.259092,35.9375,24.769999,0.0
24.259092,35.9375,24.789999,0.0
24.259092,35.9375,24.885,0.0
24.259092,35.9375,24.939999,0.0
24.259092,35.9375,24.93,0.0
24.259092,36.4375,24.095,0.0
24.259092,36.4375,24.314999,0.0
24.259092,36.4375,24.5,0.0
24.259092,36.4375,24.199999,0.0
24.259092,36.4375,25.3,0.0
24.259092,36.4375,25.189999,0.0
24.259092,36.4375,25.045,0.0
24.259092,36.4375,25.025,0.0
24.259092,36.4375,25.025,0.0
24.259092,36.4375,25.019999,0.0
24.259092,36.4375,23.88,0.0
24.259092,36.4375,24.005,0.0
24.259092,36.9375,24.09,0.0
24.259092,36.9375,24.199999,0.0
24.259092,36.9375,24.269999,0.0
24.259092,36.9375,24.199999,0.0
24.259092,36.9375,24.09,0.0
24.259092,36.9375,25.23,0.0
24.259092,36.9375,24.05,0.0
24.259092,36.9375,24.015,0.0
24.259092,36.9375,24.05,0.0
24.259092,36.9375,24.115,0.0
24.259092,36.9375,24.285,0.0
24.259092,36.9375,24.505,0.0
24.300823,36.979168,24.725,0.0
24.300823,36.979168,24.85,0.0
24.300823,36.979168,24.885,0.0
24.300823,36.979168,24.75,0.0
24.300823,36.979168,24.845,0.0
24.300823,36.979168,24.869999,0.0
24.300823,36.979168,25.26,0.0
24.300823,36.979168,25.564999,0.0
24.300823,36.979168,24.65,0.0
24.300823,36.979168,25.17,0.0
24.300823,36.979168,24.795,0.0
24.300823,36.979168,24.75,0.0
24.300823,37.479168,24.73,0.0
24.300823,37.479168,24.73,0.0
24.300823,37.479168,24.685,0.0
24.300823,37.479168,24.6,0.0
24.300823,37.479168,24.55,0.0
24.300823,37.479168,24.55,0.0
24.300823,37.479168,24.55,0.0
