lat,lon,chlor_a
23.674873,36.9375,0.21661828
23.674873,36.9375,0.21393906
23.674873,37.395832,0.21995886
23.674873,37.395832,0.23309824
23.674873,37.395832,0.2440491
23.674873,37.395832,0.21647945
23.674873,37.395832,0.22163457
23.674873,37.395832,0.2025058
23.674873,37.395832,0.41771007
23.674873,37.395832,0.22268161
23.674873,37.395832,0.23570015
23.674873,37.395832,0.23357624
23.674873,37.395832,0.21736112
23.674873,37.395832,0.21674334
23.716604,38.145832,0.23235708
23.716604,38.145832,0.2357399
23.716604,38.145832,0.23743951
23.716604,38.145832,0.24791558
23.716604,38.145832,0.29390484
23.716604,38.145832,0.40977433
23.716604,38.145832,0.50796205
23.716604,38.145832,0.3555156
23.716604,38.145832,0.46030548
23.716604,38.145832,0.22705147
23.716604,38.145832,0.3221139
23.716604,38.145832,0.42653605
23.674873,35.729168,0.31693804
23.674873,35.729168,0.42477852
23.674873,35.729168,0.3770584
23.674873,35.729168,0.27177024
23.674873,35.729168,0.25348324
23.674873,35.729168,0.23292935
23.674873,35.729168,0.22209345
23.674873,35.729168,0.21670695
23.674873,35.729168,0.22247548
23.674873,35.729168,0.21386531
23.674873,35.729168,0.22294596
23.674873,35.729168,0.24766254
23.758333,38.104168,0.22223717
23.758333,38.104168,0.39897016
23.758333,38.104168,0.19045703
23.758333,38.104168,0.22685559
23.758333,38.104168,0.22354767
23.758333,38.104168,0.22695145
23.758333,38.104168,0.23234354
23.758333,38.104168,0.23988695
23.758333,38.104168,0.2212897
23.758333,38.104168,0.2308622
23.758333,38.104168,0.23295625
23.758333,38.104168,0.224057
23.800064,37.395832,0.22147891
23.800064,37.395832,0.22619578
23.800064,37.395832,0.21968816
23.800064,37.395832,0.19978237
23.800064,37.395832,0.19844766
23.800064,37.395832,0.22589205
23.800064,37.395832,0.21241394
23.800064,37.395832,0.24247701
23.800064,37.395832,0.20304161
23.800064,37.395832,0.1919425
23.800064,37.395832,0.21630482
23.800064,37.395832,0.22699705
23.800064,37.979168,0.34797502
23.800064,37.979168,0.2199763
23.800064,37.979168,0.2234857
23.800064,37.979168,0.21836925
23.800064,37.979168,0.25754556
23.800064,37.979168,0.26802257
23.800064,37.979168,0.3062081
23.800064,37.979168,0.22947384
23.800064,37.979168,0.222313
23.800064,37.979168,0.40590125
23.800064,37.979168,0.21723284
23.800064,37.979168,0.34028417
23.800064,35.729168,0.32831043
23.800064,35.729168,0.44692585
23.800064,35.729168,0.52777576
23.800064,35.729168,0.33606926
23.800064,35.729168,0.23712672
23.800064,35.729168,0.23075485
23.800064,35.729168,0.22108565
23.800064,35.729168,0.20556945
23.800064,35.729168,0.19496126
23.800064,35.729168,0.1937105
23.800064,35.729168,0.20107552
23.800064,35.729168,0.21352796
23.800064,36.270832,0.2165303
23.800064,36.270832,0.22137794
23.800064,36.270832,0.2156966
23.800064,36.270832,0.21995504
23.800064,36.270832,0.21794508
23.800064,36.270832,0.21864827
23.800064,36.270832,0.22450106
23.800064,36.270832,0.23041245
23.800064,36.270832,0.236998
23.800064,36.270832,0.2460064
23.800064,36.270832,0.24510624
23.800064,36.270832,0.23573895
23.800064,36.729168,0.22332385
23.800064,36.729168,0.21738775
23.800064,36.729168,0.21845624
23.800064,36.729168,0.5142724
23.800064,36.729168,0.3248119
23.800064,36.729168,0.2238152
23.800064,36.729168,0.22840312
23.800064,36.729168,0.22265127
23.800064,36.729168,0.22401512
23.800064,36.729168,0.22560494
23.800064,36.729168,0.22285356
23.800064,36.729168,0.224067
23.758333,37.020832,0.22015357
23.758333,37.020832,0.2179477
23.758333,37.020832,0.22521333
23.758333,37.020832,0.22904718
23.758333,37.020832,0.22400977
23.758333,37.020832,0.23090698
23.758333,37.020832,0.23445116
23.758333,37.020832,0.23417641
23.758333,37.020832,0.22434935
23.758333,37.020832,0.2243054
23.758333,37.020832,0.22778289
23.758333,37.020832,0.22764437
23.758333,37.520832,0.22605425
23.758333,37.520832,0.22955339
23.758333,37.520832,0.24145606
23.758333,37.520832,0.24271427
23.758333,37.520832,0.23588322
23.758333,37.520832,0.22830111
23.758333,37.520832,0.21427292
23.758333,37.520832,0.20929426
23.758333,37.520832,0.2121564
23.758333,37.520832,0.30247262
23.758333,37.520832,0.23603982
23.758333,37.520832,0.2233415
23.758333,36.6875,0.22936927
23.758333,36.6875,0.34309494
23.758333,36.6875,0.20564745
23.758333,36.6875,0.3932856
23.758333,36.6875,0.45491388
23.758333,36.6875,0.45349336
23.758333,36.6875,0.4278924
23.758333,36.6875,0.3470297
23.758333,36.6875,0.33357143
23.758333,36.6875,0.32568258
23.758333,36.6875,0.37499574
23.758333,36.6875,0.35588712
23.758333,35.854168,0.2884753
23.758333,35.854168,0.24707456
23.758333,35.854168,0.2334389
23.758333,35.854168,0.21903348
23.758333,35.854168,0.20365329
23.758333,35.854168,0.23145382
23.758333,35.854168,0.20471598
23.758333,35.854168,0.2177153
23.758333,35.854168,0.2165603
23.758333,35.854168,0.2164228
23.758333,35.854168,0.21522373
23.758333,35.854168,0.21585512
23.758333,36.354168,0.21595037
23.758333,36.354168,0.21333084
23.758333,36.354168,0.21581103
23.758333,36.354168,0.22897102
23.758333,36.354168,0.23526156
23.758333,36.354168,0.24275404
23.758333,36.354168,0.23853365
23.758333,36.354168,0.26289064
23.758333,36.354168,0.29116294
23.758333,36.354168,0.25976223
23.758333,36.354168,0.23704468
23.758333,36.354168,0.20909992
24.217363,36.354168,0.19691975
24.217363,36.354168,0.19829282
24.217363,36.354168,0.20556276
24.217363,36.354168,0.21791536
24.217363,36.354168,0.21727991
24.217363,36.354168,0.1880196
24.217363,36.354168,0.18304668
24.217363,36.354168,0.18443373
24.217363,36.354168,0.1823824
24.217363,36.354168,0.18535936
24.217363,36.354168,0.19469787
24.217363,36.354168,0.19760478
24.217363,36.854168,0.19422781
24.217363,36.854168,0.19265027
24.217363,36.854168,0.1963425
24.217363,36.854168,0.20140989
24.217363,36.854168,0.20133683
24.217363,36.854168,0.21063605
24.217363,36.854168,0.20790859
24.217363,36.854168,0.20875467
24.217363,36.854168,0.21051537
24.217363,36.854168,0.22447011
24.217363,36.854168,0.25226012
24.217363,36.854168,0.26159653
24.217363,37.354168,0.24407218
24.217363,37.354168,0.22351237
24.217363,37.354168,0.22150677
24.217363,37.354168,0.21715735
24.217363,37.354168,0.2249239
24.217363,37.354168,0.24082945
24.217363,37.354168,0.25944892
24.217363,37.354168,0.3594432
24.217363,37.354168,0.26183856
24.217363,37.354168,0.24998067
24.217363,37.354168,0.23962052
24.217363,37.354168,0.23682453
24.259092,37.4375,0.23295274
24.259092,37.4375,0.23369247
24.259092,37.4375,0.24631444
24.259092,37.4375,0.2592675
24.259092,37.4375,0.26980963
24.259092,37.4375,0.3511769
24.259092,37.4375,0.33754843
24.259092,37.4375,0.33292964
24.259092,37.4375,0.387265
24.259092,37.4375,0.44341797
24.259092,37.4375,0.24804163
24.259092,37.4375,0.42710605
24.217363,35.645832,0.3341555
24.217363,35.645832,0.26048657
24.217363,35.645832,0.25105757
24.217363,35.645832,0.24847116
24.217363,35.645832,0.25019884
24.217363,35.645832,0.25422776
24.217363,35.645832,0.26276186
24.217363,35.645832,0.26251918
24.217363,35.645832,0.25486755
24.217363,35.645832,0.25223377
24.217363,35.645832,0.24617852
24.217363,35.645832,0.24766992
24.217363,37.520832,0.2252096
24.217363,37.520832,0.24410677
24.217363,37.520832,0.27031943
24.217363,37.520832,0.23588325
24.217363,37.520832,0.19066057
24.217363,37.520832,0.19406642
24.217363,37.520832,0.20359483
24.217363,37.520832,0.19797692
24.217363,37.520832,0.19182459
24.217363,37.520832,0.20018433
24.217363,37.520832,0.20281254
24.217363,37.520832,0.20461406
24.175632,37.020832,0.20532125
24.175632,37.020832,0.20172785
24.175632,37.020832,0.20034207
24.175632,37.020832,0.20902099
24.175632,37.020832,0.22739407
24.175632,37.020832,0.23660399
24.175632,37.020832,0.2008876
24.175632,37.020832,0.2686465
24.175632,37.020832,0.23512435
24.175632,37.020832,0.23103298
24.175632,37.020832,0.22514313
24.175632,37.020832,0.21579026
24.175632,37.520832,0.21368346
24.175632,37.520832,0.24598919
24.175632,37.520832,0.41727433
24.175632,37.520832,0.5191726
24.175632,37.520832,0.31747922
24.175632,37.520832,0.321264
24.175632,37.520832,0.321264
24.175632,37.520832,0.35055155
24.175632,37.520832,0.20088212
24.175632,37.520832,0.20328994
24.175632,37.520832,0.35223985
24.175632,37.520832,0.2548368
24.217363,37.6875,0.3378912
24.217363,37.6875,0.33543706
24.217363,37.6875,0.35125127
24.217363,37.6875,0.29307222
24.217363,37.6875,0.33824185
24.217363,37.6875,0.31793886
24.217363,37.6875,0.31453353
24.217363,37.6875,0.3919908
24.217363,37.6875,0.46253544
24.217363,37.6875,0.45565206
24.217363,37.6875,0.25179103
24.217363,37.6875,0.23958638
24.175632,35.854168,0.25308114
24.175632,35.854168,0.2552846
24.175632,35.854168,0.21807283
24.175632,35.854168,0.25650635
24.175632,35.854168,0.25224498
24.175632,35.854168,0.25002688
24.175632,35.854168,0.25062963
24.175632,35.854168,0.24852291
24.175632,35.854168,0.24889073
24.175632,35.854168,0.23897527
24.175632,35.854168,0.21670339
24.175632,35.854168,0.19570568
24.175632,36.354168,0.19582398
24.175632,36.354168,0.2088583
24.175632,36.354168,0.2094654
24.175632,36.354168,0.22170885
24.175632,36.354168,0.23792782
24.175632,36.354168,0.21994065
24.175632,36.354168,0.20512523
24.175632,36.354168,0.24246636
24.175632,36.354168,0.295838
24.175632,36.354168,0.28352317
24.175632,36.354168,0.27116433
24.175632,36.354168,0.25791273
24.300823,35.645832,0.25558272
24.300823,35.645832,0.25567207
24.300823,35.645832,0.2602066
24.300823,35.645832,0.2403034
24.300823,35.645832,0.25355992
24.300823,35.645832,0.25579357
24.300823,35.645832,0.25567096
24.300823,35.645832,0.25661057
24.300823,35.645832,0.25320828
24.300823,35.645832,0.22815761
24.300823,35.645832,0.44345415
24.300823,35.645832,0.22591192
24.300823,36.145832,0.2246394
24.300823,36.145832,0.23271187
24.300823,36.145832,0.24390851
24.300823,36.145832,0.24762136
24.300823,36.145832,0.2172671
24.300823,36.145832,0.20030856
24.300823,36.145832,0.19219805
24.300823,36.145832,0.18859817
24.300823,36.145832,0.19114627
24.300823,36.145832,0.19914193
24.300823,36.145832,0.207102
24.300823,36.145832,0.20985092
24.300823,35.4375,0.35682055
24.300823,35.4375,0.2585122
24.300823,35.4375,0.20123433
24.300823,35.4375,0.18562917
24.300823,35.4375,0.24890472
24.300823,35.4375,0.2771345
24.300823,35.4375,0.2399568
24.300823,35.4375,0.20124747
24.300823,35.4375,0.19355643
24.300823,35.4375,0.18912958
24.300823,35.4375,0.18648444
24.300823,35.4375,0.18552169
24.342552,36.5625,0.18747099
24.342552,36.5625,0.18679422
24.342552,36.5625,0.17908847
24.342552,36.5625,0.18239447
24.342552,36.5625,0.18178742
24.342552,36.5625,0.18730585
24.342552,36.5625,0.26004866
24.342552,36.5625,0.19240297
24.342552,36.5625,0.19371603
24.342552,36.5625,0.19542292
24.342552,36.5625,0.19825001
24.342552,36.5625,0.19967955
24.342552,37.0625,0.2002817
24.342552,37.0625,0.20214516
24.342552,37.0625,0.19669373
24.342552,37.0625,0.19713008
24.342552,37.0625,0.19763508
24.342552,37.0625,0.20865664
24.342552,37.0625,0.24495074
24.342552,37.0625,0.25935498
24.342552,37.0625,0.20384687
24.342552,37.0625,0.19616929
24.342552,37.0625,0.1997201
24.342552,37.0625,0.20757487
24.259092,35.9375,0.24789114
24.259092,35.9375,0.24997206
24.259092,35.9375,0.24698436
24.259092,35.9375,0.23819244
24.259092,35.9375,0.23394707
24.259092,35.9375,0.23775348
24.259092,35.9375,0.25271326
24.259092,35.9375,0.2435502
24.259092,35.9375,0.22273473
24.259092,35.9375,0.20283861
24.259092,35.9375,0.20324674
24.259092,35.9375,0.1957905
24.259092,36.4375,0.19607835
24.259092,36.4375,0.21519463
24.259092,36.4375,0.24752231
24.259092,36.4375,0.21459298
24.259092,36.4375,0.2081456
24.259092,36.4375,0.1979567
24.259092,36.4375,0.19420482
24.259092,36.4375,0.18775433
24.259092,36.4375,0.18479815
24.259092,36.4375,0.19315656
24.259092,36.4375,0.1962705
24.259092,36.4375,0.19055802
24.259092,36.9375,0.18851563
24.259092,36.9375,0.19159678
24.259092,36.9375,0.19483866
24.259092,36.9375,0.19541398
24.259092,36.9375,0.26324815
24.259092,36.9375,0.24188922
24.259092,36.9375,0.1958503
24.259092,36.9375,0.253831
24.259092,36.9375,0.19621636
24.259092,36.9375,0.2025329
24.259092,36.9375,0.20503305
24.259092,36.9375,0.20191094
24.300823,36.979168,0.19808842
24.300823,36.979168,0.19274874
24.300823,36.979168,0.19396576
24.300823,36.979168,0.19162332
24.300823,36.979168,0.18221027
24.300823,36.979168,0.21128446
24.300823,36.979168,0.21060202
24.300823,36.979168,0.22018358
24.300823,36.979168,0.23904806
24.300823,36.979168,0.2524949
24.300823,36.979168,0.24458948
24.300823,36.979168,0.26381877
24.300823,37.479168,0.23372819
24.300823,37.479168,0.24636416
24.300823,37.479168,0.25931174
24.300823,37.479168,0.44260085
24.300823,37.479168,0.31747803
24.300823,37.479168,0.35367516
24.300823,37.479168,0.38178784
24.300823,37.479168,0.3210323
24.300823,37.479168,0.26426268
24.300823,37.479168,0.25805545
24.300823,37.479168,0.24753726
24.300823,37.479168,0.24446198
24.133904,35.479168,0.27347946
24.133904,35.479168,0.43062463
24.133904,35.479168,0.42922872
24.133904,35.479168,0.2665442
24.133904,35.479168,0.23046315
24.133904,35.479168,0.2431905
24.133904,35.479168,0.23452945
24.133904,35.479168,0.23933205
24.133904,35.479168,0.22853914
24.133904,35.479168,0.21141826
24.133904,35.479168,0.2127912
24.133904,35.479168,0.2124152
24.050444,37.5625,0.21166272
24.050444,37.5625,0.22052802
24.050444,37.5625,0.24203159
24.050444,37.5625,0.24707034
24.050444,37.5625,0.25763103
24.050444,37.5625,0.2777206
24.050444,37.5625,0.21447252
24.050444,37.5625,0.26922596
24.050444,37.5625,0.26827067
24.050444,37.5625,0.2921648
24.050444,37.5625,0.3546941
24.050444,37.5625,0.4059483
24.050444,38.0625,0.3571505
24.050444,38.0625,0.37482023
24.050444,38.0625,0.38041523
24.050444,38.0625,0.2566263
24.050444,38.0625,0.2566533
24.050444,38.0625,0.27101994
24.050444,38.0625,0.2693747
24.050444,38.0625,0.2644552
24.050444,38.0625,0.20410308
24.050444,38.0625,0.21084705
24.050444,38.0625,0.27538675
24.050444,38.0625,0.21692066
24.050444,35.895832,0.25358632
24.050444,35.895832,0.24096702
24.050444,35.895832,0.23522909
24.050444,35.895832,0.23576474
24.050444,35.895832,0.23757611
24.050444,35.895832,0.24148013
24.050444,35.895832,0.24518783
24.050444,35.895832,0.24899147
24.050444,35.895832,0.22918405
24.050444,35.895832,0.21913767
24.050444,35.895832,0.21265659
24.050444,35.895832,0.21166041
24.050444,36.395832,0.21521178
24.050444,36.395832,0.2149406
24.050444,36.395832,0.21180679
24.050444,36.395832,0.2129197
24.050444,36.395832,0.21264584
24.050444,36.395832,0.20910554
24.050444,36.395832,0.20318256
24.050444,36.395832,0.20496874
24.050444,36.395832,0.20794502
24.050444,36.395832,0.21491085
24.050444,36.395832,0.21778396
24.050444,36.395832,0.22270039
24.050444,36.895832,0.23574342
24.050444,36.895832,0.24142069
24.050444,36.895832,0.2333258
24.050444,36.895832,0.21697615
24.050444,36.895832,0.27045098
24.050444,36.895832,0.26360932
24.050444,36.895832,0.26277784
24.050444,36.895832,0.24739738
24.050444,36.895832,0.23821808
24.050444,36.895832,0.23111835
24.050444,36.895832,0.24152793
24.050444,36.895832,0.24553315
24.008713,37.4375,0.22200303
24.008713,37.4375,0.20911431
24.008713,37.4375,0.21182054
24.008713,37.4375,0.2097687
24.008713,37.4375,0.20975564
24.008713,37.4375,0.22016926
24.008713,37.4375,0.22676343
24.008713,37.4375,0.23410445
24.008713,37.4375,0.23959792
24.008713,37.4375,0.27826956
24.008713,37.4375,0.22137043
24.008713,37.4375,0.30343452
24.008713,37.9375,0.31243208
24.008713,37.9375,0.501968
24.008713,37.9375,0.39824983
24.008713,37.9375,0.35773256
24.008713,37.9375,0.37481415
24.008713,37.9375,0.38028476
24.008713,37.9375,0.34337717
24.008713,37.9375,0.4877771
24.008713,37.9375,0.47215486
24.008713,37.9375,0.2566263
24.008713,37.9375,0.271012
24.008713,37.9375,0.25182688
24.008713,37.229168,0.23658244
24.008713,37.229168,0.22893433
24.008713,37.229168,0.24587508
24.008713,37.229168,0.20837145
24.008713,37.229168,0.23730503
24.008713,37.229168,0.23991518
24.008713,37.229168,0.23727116
24.008713,37.229168,0.23920847
24.008713,37.229168,0.23600858
24.008713,37.229168,0.24035373
